"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"id129659",13.8461873310388,0.0604590059292482,0.426242851644265,0.141841688830729,0.887205054029273,0.972786419365429
"id129660",8.54815074881664,-0.265408275026222,0.488126493725202,-0.543728477019807,0.586628333145622,NA
"id129661",8.02471398616313,-0.318286195763291,0.503689838884249,-0.631909105945724,0.527446272812426,NA
"id129662",3.10409206882575,-1.59284160999112,0.795917477569801,-2.00126477289403,0.0453638638985603,NA
"id129663",7.23794032490792,-0.162831818678327,0.581988086444765,-0.279785484395445,0.779642088901256,NA
"id129664",280.318451280676,-0.0849951105128969,0.153533409228362,-0.553593585526895,0.579857016922322,0.781953144346375
"id129698",33.3909160567369,-0.0308149702102296,0.295376425290637,-0.104324406322912,0.916911910144077,0.972786419365429
"id129699",1.12460063574533,-1.45090723401347,1.0899204443202,-1.33120471459586,0.183121660540973,NA
"id129700",5.60950669423846,-0.51723181720176,0.542070114631337,-0.954178810528099,0.339993138557455,NA
"id129701",1.08242452354174,0.558410750328787,1.63709197065367,0.341099193166172,0.733028908605353,NA
"id129702",5.25319125593711,1.04491167277282,0.645877625719869,1.61781679866708,0.105702085024013,NA
"id129703",10.4939457090303,-0.0110957178109914,0.480822868741723,-0.0230765184693232,0.981589236244903,0.987635603155073
"id129704",2.08693152469808,-0.737524322011041,0.790011131260566,-0.933561937075779,0.350529907178829,NA
"id129705",2.5837707151241,1.33103194615524,0.865405057439714,1.5380450284091,0.124037605425159,NA
"id129706",5.14771265269284,0.566670693410082,0.625392498996595,0.906104077550132,0.364880767310959,NA
"id129707",2.2567741444451,-0.982376311908624,0.994564570562838,-0.987745130869365,0.32327748567913,NA
"id129708",2.53823910507619,1.05715939418947,0.748123034094144,1.413082268573,0.157631536135568,NA
"id129709",4.03662666530739,0.30342391333554,0.644722910036438,0.470626851647619,0.637907228994097,NA
"id129710",0.257656491864597,-1.31683955091487,2.87751065978522,-0.457631510916161,0.647217200829013,NA
"id129711",1.20025807821097,-0.706956627786843,1.25336460593696,-0.564047065345647,0.572722101777824,NA
"id129712",7.48909010200893,-0.0764545346591857,0.624538405559105,-0.122417667158101,0.902568247373349,NA
"id129713",2.69554120373018,0.0368637305590541,0.897019541554279,0.0410957942958297,0.967219527438719,NA
"id129714",2.1659059426684,-0.0572186046866016,0.850153703026043,-0.0673038351570279,0.946339823800308,NA
"id129715",7.75156592340512,0.312497331071364,0.4734292191332,0.660071914537751,0.509207680893648,NA
"id129716",0.441566620718118,-1.48091023047877,1.9785790932146,-0.748471585269169,0.454175757975739,NA
"id129717",16.7434166328939,-0.550813370891094,0.428432579998844,-1.28564772289862,0.198566033500542,0.44163824692362
"id129718",3.43774394445619,-0.437316678278178,0.724682895518936,-0.603459362684449,0.546203141580552,NA
"id129719",8.00637559339987,-0.268028217822654,0.535662393610956,-0.50036780819323,0.616816116247084,NA
"id129720",3.6809896763835,-0.119179113480175,0.611697655646889,-0.194833366418807,0.845523400185352,NA
"id129721",11.5916986483795,0.756966997599186,0.362494850958913,2.08821448248649,0.0367784914860599,0.143770466718234
"id129722",4.34201897679282,0.0388856473596646,0.567065058239241,0.0685735204359198,0.945329096868544,NA
"id129723",0.591561958643024,-2.03034259846565,1.54884638473406,-1.31087409214844,0.189900305149285,NA
"id129724",3.19370438858446,-0.489950533213154,0.859776375484243,-0.569858101692088,0.568773944316999,NA
"id129725",2.77379473831206,0.142307483832742,0.763881640422515,0.186295201117845,0.852213270545492,NA
"id129726",8.85117322029565,0.0490832722867173,0.539734524801652,0.0909396565001193,0.927540539394944,0.972786419365429
"id129727",0.298420729985697,-0.59267473317874,2.40445452246469,-0.246490306903879,0.805302706985936,NA
"id129728",0.0534693261373632,-0.572952901403921,3.0414330302705,-0.188382547207677,0.850576780076535,NA
"id129729",5.48930598874526,0.832348896336804,0.596897504374493,1.39445866373499,0.163179143702943,NA
"id129730",1.43343692773929,-1.82706075319367,1.23803157134171,-1.4757788052316,0.140003282328965,NA
"id129731",3.61264804709487,0.356007622122705,0.633728932305553,0.561766401965462,0.574275186133804,NA
"id129732",10.6368999432332,0.488998228389421,0.41383542093096,1.18162487708127,0.237354578099901,0.487284004020555
"id129733",7.27353219226288,-0.0169798438048208,0.505012805806849,-0.0336226004758285,0.973178099881794,NA
"id129734",5.55630028557364,-0.102672083933775,0.654363884157346,-0.156903653180662,0.875320780700679,NA
"id129735",1.51549401059743,0.714619830385412,0.931154430494695,0.767455759197489,0.44281058730283,NA
"id129736",1.21782450361843,-2.30934441654356,1.38461184756885,-1.66786411700752,0.0953427043085781,NA
"id129737",6.88850182672334,-0.195999570818487,0.535229323611239,-0.366197370308601,0.714217804306784,NA
"id129738",45.7450936350474,-0.186324838646069,0.26877416841247,-0.693239382886413,0.48815933682185,0.706605026937995
"id129739",4.51663265427968,0.0656896721114638,0.598056453101404,0.109838580907889,0.912537393002615,NA
"id129740",4.15415016929752,-0.0733966705830847,0.639055636154636,-0.114851769440188,0.908562614434332,NA
"id129741",3.17961774807596,-0.0196287167671555,0.667647718369217,-0.0293998110487073,0.97654572350202,NA
"id129742",4.14621884084467,0.501653667459403,0.562733511678315,0.891458669243376,0.372683155081657,NA
"id129743",363.268980345098,-0.501397574675098,0.579303767865119,-0.865517544487714,0.386754790626435,0.656465368300133
"id129744",0.55343910870807,0.312623859858949,2.1594597657937,0.144769476519534,0.884892882508303,NA
"id129745",0.559802613852768,0.0627963335548233,1.62733215529237,0.0385885163951308,0.969218458063787,NA
"id129746",3.6085263402876,-0.855773309564139,0.581995433675093,-1.47041241227657,0.141450091695244,NA
"id129747",1.35075522003256,0.156514583210242,1.16497955585314,0.134349639376823,0.893126102456493,NA
"id129748",2.9724349612854,0.085838170912661,0.777505877393368,0.110401957603765,0.912090600677921,NA
"id129749",4.26282161481851,-0.10421988570867,0.740444783782454,-0.140753082459813,0.888065008736413,NA
"id129750",2.67119861365077,-0.61346698090967,0.782181695543217,-0.784302399819805,0.432862691666083,NA
"id129751",0.484558189309536,-1.12044936558106,1.99200305433789,-0.562473718672825,0.573793304901791,NA
"id129752",0.269115516384603,0.0682444814595687,2.21967157592602,0.0307453058370123,0.975472659391886,NA
"id129753",1.39003665749583,1.03718840189941,1.07553248284028,0.96434874673463,0.334871109083084,NA
"id129754",6.75481871757148,0.367573965566887,0.468070024512442,0.785296956261544,0.432279479982095,NA
"id129755",2.09152144673306,-1.3535851304952,1.08857616084377,-1.24344550173321,0.213703711740238,NA
"id129756",3.01165739683217,1.08463604665945,0.73289471168922,1.47993433348634,0.138890771980668,NA
"id129757",42.3275013162491,0.232420525841267,0.232842986544279,0.998185641280066,0.318189347793316,0.586377512361968
"id129758",13.8645500893054,0.283398226023956,0.373009581890049,0.759761249531365,0.447397309676066,0.691441619731423
"id129759",1.1021188858189,0.719430716444926,1.16357451607467,0.618293634405069,0.536381797229409,NA
"id129760",0.275276182583029,-1.81758031000523,2.78799517035642,-0.651930939239348,0.514445724790818,NA
